Species,Site,Point,Visit,Year,Distance,Status,Age,RestorationState,Observer,Temp,CloudCover,WindSpeed,PointCattail,JulianDay,TimeAfterSunrise,Area
RWBL,Prairie Lake,PRA1,B,Year2,NA,Not Restored,0,Not restored,1,22.6,1,2.0,0,34,72,39.8
RWBL,Prairie Lake,PRA2,A,Year1,45,Not restored,0,Not restored,2,27.5,2,4.2,20,12,187,39.8
RWBL,Prairie Lake,PRA2,B,Year1,6,Not restored,0,Not restored,2,12.9,1,3.2,15,31,76,39.8
RWBL,Prairie Lake,PRA2,B,Year1,10,Not restored,0,Not restored,2,12.9,1,3.2,15,31,76,39.8
RWBL,Prairie Lake,PRA2,B,Year1,18,Not restored,0,Not restored,2,12.9,1,3.2,15,31,76,39.8
RWBL,Prairie Lake,PRA2,A,Year2,137,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,A,Year2,23,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,A,Year2,27,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,A,Year2,61,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,A,Year2,117,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,A,Year2,135,Not Restored,0,Not restored,2,23.8,2,0.0,10,22,-2,39.8
RWBL,Prairie Lake,PRA2,B,Year2,80,Not Restored,0,Not restored,1,21.7,1,1.6,15,34,6,39.8
RWBL,Prairie Lake,PRA2,B,Year2,134,Not Restored,0,Not restored,1,21.7,1,1.6,15,34,6,39.8
RWBL,Prairie Lake,PRA2,B,Year2,52,Not Restored,0,Not restored,1,21.7,1,1.6,15,34,6,39.8
RWBL,Prairie Lake,PRA2,B,Year2,69,Not Restored,0,Not restored,1,21.7,1,1.6,15,34,6,39.8
RWBL,Prairie Lake,PRA3,A,Year1,20,Not restored,0,Not restored,2,30.0,1,2.4,40,12,377,39.8
RWBL,Prairie Lake,PRA3,A,Year1,57,Not restored,0,Not restored,2,30.0,1,2.4,40,12,377,39.8
RWBL,Prairie Lake,PRA3,A,Year1,60,Not restored,0,Not restored,2,30.0,1,2.4,40,12,377,39.8
RWBL,Prairie Lake,PRA3,B,Year1,30,Not restored,0,Not restored,2,14.5,1,1.3,65,31,165,39.8
RWBL,Prairie Lake,PRA3,A,Year2,24,Not Restored,0,Not restored,2,22.3,2,5.3,70,22,163,39.8
RWBL,Prairie Lake,PRA3,A,Year2,67,Not Restored,0,Not restored,2,22.3,2,5.3,70,22,163,39.8
RWBL,Prairie Lake,PRA3,A,Year2,19,Not Restored,0,Not restored,2,22.3,2,5.3,70,22,163,39.8
RWBL,Prairie Lake,PRA3,A,Year2,51,Not Restored,0,Not restored,2,22.3,2,5.3,70,22,163,39.8
RWBL,Prairie Lake,PRA3,A,Year2,26,Not Restored,0,Not restored,2,22.3,2,5.3,70,22,163,39.8
RWBL,Prairie Lake,PRA3,B,Year2,150,Not Restored,0,Not restored,1,23.6,0,2.0,60,34,172,39.8
RWBL,Prairie Lake,PRA3,B,Year2,50,Not Restored,0,Not restored,1,23.6,0,2.0,60,34,172,39.8
RWBL,Prairie Lake,PRA3,B,Year2,30,Not Restored,0,Not restored,1,23.6,0,2.0,60,34,172,39.8
RWBL,Prairie Lake,PRA3,B,Year2,125,Not Restored,0,Not restored,1,23.6,0,2.0,60,34,172,39.8
RWBL,Prairie Lake,PRA4,A,Year1,NA,Not restored,0,Not restored,2,28.4,2,1.6,20,12,279,39.8
RWBL,Prairie Lake,PRA4,B,Year1,39,Not restored,0,Not restored,2,16.0,1,2.7,10,31,-17,39.8
RWBL,Prairie Lake,PRA4,A,Year2,151,Not Restored,0,Not restored,2,24.0,2,3.4,15,22,82,39.8
RWBL,Prairie Lake,PRA4,A,Year2,75,Not Restored,0,Not restored,2,24.0,2,3.4,15,22,82,39.8
RWBL,Prairie Lake,PRA4,A,Year2,109,Not Restored,0,Not restored,2,24.0,2,3.4,15,22,82,39.8
RWBL,Prairie Lake,PRA4,A,Year2,61,Not Restored,0,Not restored,2,24.0,2,3.4,15,22,82,39.8
RWBL,Prairie Lake,PRA4,B,Year2,40,Not Restored,0,Not restored,1,23.1,0,2.0,10,34,95,39.8
RWBL,Prairie Lake,PRA4,B,Year2,72,Not Restored,0,Not restored,1,23.1,0,2.0,10,34,95,39.8
RWBL,Prairie Lake,PRA4,B,Year2,39,Not Restored,0,Not restored,1,23.1,0,2.0,10,34,95,39.8
RWBL,Rice Lake,RICE1,A,Year1,18,Restored,3,1-5 years,1,25.3,1,2.2,20,13,311,388.6
RWBL,Rice Lake,RICE1,A,Year1,151,Restored,3,1-5 years,1,25.3,1,2.2,20,13,311,388.6
RWBL,Rice Lake,RICE1,A,Year1,28,Restored,3,1-5 years,1,25.3,1,2.2,20,13,311,388.6
RWBL,Rice Lake,RICE1,A,Year1,50,Restored,3,1-5 years,1,25.3,1,2.2,20,13,311,388.6
RWBL,Rice Lake,RICE1,B,Year1,48,Restored,3,1-5 years,1,19.8,2,0.0,20,34,261,388.6
RWBL,Rice Lake,RICE1,B,Year1,52,Restored,3,1-5 years,1,19.8,2,0.0,20,34,261,388.6
RWBL,Rice Lake,RICE1,B,Year1,110,Restored,3,1-5 years,1,19.8,2,0.0,20,34,261,388.6
RWBL,Rice Lake,RICE1,A,Year2,87,Restored,4,1-5 years,1,14.7,0,3.4,30,24,283,388.6
RWBL,Rice Lake,RICE1,A,Year2,130,Restored,4,1-5 years,1,14.7,0,3.4,30,24,283,388.6
RWBL,Rice Lake,RICE1,A,Year2,41,Restored,4,1-5 years,1,14.7,0,3.4,30,24,283,388.6
RWBL,Rice Lake,RICE1,B,Year2,NA,Restored,4,1-5 years,2,29.4,1,5.1,25,48,359,388.6
RWBL,Rice Lake,RICE2,A,Year1,NA,Restored,3,1-5 years,1,22.4,1,4.0,70,13,184,388.6
RWBL,Rice Lake,RICE2,B,Year1,NA,Restored,3,1-5 years,1,19.8,2,0.0,90,34,104,388.6
RWBL,Rice Lake,RICE2,A,Year2,100,Restored,4,1-5 years,1,14.6,0,14.9,80,24,78,388.6
RWBL,Rice Lake,RICE2,A,Year2,150,Restored,4,1-5 years,1,14.6,0,14.9,80,24,78,388.6
RWBL,Rice Lake,RICE2,B,Year2,NA,Restored,4,1-5 years,2,24.2,2,0.0,70,48,165,388.6
RWBL,Rice Lake,RICE3,A,Year1,NA,Restored,3,1-5 years,1,21.6,1,7.7,10,13,-11,388.6
RWBL,Rice Lake,RICE3,B,Year1,260,Restored,3,1-5 years,1,20.5,1,8.2,10,34,362,388.6
RWBL,Rice Lake,RICE3,B,Year1,57,Restored,3,1-5 years,1,20.5,1,8.2,10,34,362,388.6
RWBL,Rice Lake,RICE3,A,Year2,130,Restored,4,1-5 years,1,14.4,0,13.2,10,24,109,388.6
RWBL,Rice Lake,RICE3,B,Year2,NA,Restored,4,1-5 years,2,26.0,1,10.6,0,48,277,388.6
RWBL,Rice Lake,RICE4,A,Year1,NA,Restored,3,1-5 years,1,21.6,1,3.3,5,13,95,388.6
RWBL,Rice Lake,RICE4,B,Year1,NA,Restored,3,1-5 years,1,18.7,2,0.0,5,34,62,388.6
RWBL,Rice Lake,RICE4,A,Year2,NA,Restored,4,1-5 years,1,13.0,0,4.7,0,24,-6,388.6
RWBL,Rice Lake,RICE4,B,Year2,NA,Restored,4,1-5 years,2,27.2,1,0.0,0,48,248,388.6
RWBL,Rice Lake,RICE5,A,Year1,NA,Restored,3,1-5 years,1,21.5,1,11.6,0,13,63,388.6
RWBL,Rice Lake,RICE5,B,Year1,NA,Restored,3,1-5 years,1,18.2,2,7.3,0,34,-8,388.6
RWBL,Rice Lake,RICE5,A,Year2,NA,Restored,4,1-5 years,1,14.2,0,10.4,0,24,-33,388.6
RWBL,Rice Lake,RICE5,B,Year2,NA,Restored,4,1-5 years,2,26.5,2,10.3,0,48,185,388.6
RWBL,South Twin Lake,STWIN1,A,Year1,NA,Not restored,0,Not restored,1,15.6,0,5.4,0,8,91,231.9
RWBL,South Twin Lake,STWIN1,B,Year1,NA,Not restored,0,Not restored,1,16.7,0,0.0,0,31,168,231.9
RWBL,South Twin Lake,STWIN1,A,Year2,NA,Not restored,0,Not restored,1,21.2,1,1.7,0,15,68,231.9
RWBL,South Twin Lake,STWIN1,B,Year2,83,Not Restored,0,Not restored,2,25.7,1,7.2,0,35,203,231.9
RWBL,South Twin Lake,STWIN2,A,Year1,NA,Not restored,0,Not restored,1,16.3,0,9.9,0,8,60,231.9
RWBL,South Twin Lake,STWIN2,B,Year1,NA,Not restored,0,Not restored,1,18.2,0,12.0,0,31,266,231.9
RWBL,South Twin Lake,STWIN2,A,Year2,NA,Not restored,0,Not restored,1,21.0,1,2.9,0,15,-1,231.9
RWBL,South Twin Lake,STWIN2,B,Year2,NA,Not Restored,0,Not restored,2,24.7,1,3.6,0,35,179,231.9
RWBL,South Twin Lake,STWIN3,A,Year1,NA,Not restored,0,Not restored,1,16.3,0,2.5,0,8,-9,231.9
RWBL,South Twin Lake,STWIN3,B,Year1,NA,Not restored,0,Not restored,1,18.5,0,8.2,0,31,291,231.9
RWBL,South Twin Lake,STWIN3,A,Year2,195,Not restored,0,Not restored,1,19.5,1,2.2,0,15,-30,231.9
RWBL,South Twin Lake,STWIN3,A,Year2,278,Not restored,0,Not restored,1,19.5,1,2.2,0,15,-30,231.9
RWBL,South Twin Lake,STWIN3,B,Year2,128,Not Restored,0,Not restored,2,23.8,1,2.5,0,35,154,231.9
RWBL,South Twin Lake,STWIN3,B,Year2,91,Not Restored,0,Not restored,2,23.8,1,2.5,0,35,154,231.9
RWBL,South Twin Lake,STWIN3,B,Year2,155,Not Restored,0,Not restored,2,23.8,1,2.5,0,35,154,231.9
RWBL,South Twin Lake,STWIN4,A,Year1,260,Not restored,0,Not restored,1,17.4,0,6.9,0,8,160,231.9
RWBL,South Twin Lake,STWIN4,A,Year1,121,Not restored,0,Not restored,1,17.4,0,6.9,0,8,160,231.9
RWBL,South Twin Lake,STWIN4,B,Year1,131,Not restored,0,Not restored,1,18.9,0,12.3,0,31,196,231.9
RWBL,South Twin Lake,STWIN4,B,Year1,82,Not restored,0,Not restored,1,18.9,0,12.3,0,31,196,231.9
RWBL,South Twin Lake,STWIN4,B,Year1,230,Not restored,0,Not restored,1,18.9,0,12.3,0,31,196,231.9
RWBL,South Twin Lake,STWIN4,A,Year2,169,Not restored,0,Not restored,1,22.7,1,0.0,0,15,97,231.9
RWBL,South Twin Lake,STWIN4,A,Year2,254,Not restored,0,Not restored,1,22.7,1,0.0,0,15,97,231.9
RWBL,South Twin Lake,STWIN4,A,Year2,144,Not restored,0,Not restored,1,22.7,1,0.0,0,15,97,231.9
RWBL,South Twin Lake,STWIN4,A,Year2,99,Not restored,0,Not restored,1,22.7,1,0.0,0,15,97,231.9
RWBL,South Twin Lake,STWIN4,B,Year2,NA,Not Restored,0,Not restored,2,28.4,0,4.9,0,35,266,231.9
RWBL,South Twin Lake,STWIN5,A,Year1,64,Not restored,0,Not restored,1,23.3,0,5.5,100,8,317,231.9
RWBL,South Twin Lake,STWIN5,B,Year1,40,Not restored,0,Not restored,1,16.8,0,0.0,100,31,11,231.9
RWBL,South Twin Lake,STWIN5,B,Year1,100,Not restored,0,Not restored,1,16.8,0,0.0,100,31,11,231.9
RWBL,South Twin Lake,STWIN5,A,Year2,50,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
RWBL,South Twin Lake,STWIN5,A,Year2,5,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
RWBL,South Twin Lake,STWIN5,A,Year2,5,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
RWBL,South Twin Lake,STWIN5,A,Year2,100,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
RWBL,South Twin Lake,STWIN5,A,Year2,40,Not restored,0,Not restored,1,22.9,1,2.5,15,15,270,231.9
RWBL,South Twin Lake,STWIN5,B,Year2,50,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
RWBL,South Twin Lake,STWIN5,B,Year2,25,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
RWBL,South Twin Lake,STWIN5,B,Year2,80,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
RWBL,South Twin Lake,STWIN5,B,Year2,100,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
RWBL,South Twin Lake,STWIN5,B,Year2,75,Not Restored,0,Not restored,2,28.6,0,0.0,80,35,305,231.9
RWBL,Trumbull Lake,TRUM1,A,Year1,29,Restored,4,1-5 years,2,22.6,0,3.4,60,16,181,470.1
RWBL,Trumbull Lake,TRUM1,B,Year1,NA,Restored,4,1-5 years,2,22.2,1,1.4,75,43,-12,470.1
RWBL,Trumbull Lake,TRUM1,A,Year2,NA,Restored,5,1-5 years,2,12.5,0,3.0,30,24,-11,470.1
RWBL,Trumbull Lake,TRUM1,B,Year2,58,Restored,5,1-5 years,1,23.0,0,14.0,55,45,380,470.1
RWBL,Trumbull Lake,TRUM2,A,Year1,110,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
RWBL,Trumbull Lake,TRUM2,A,Year1,15,Restored,4,1-5 years,2,27.1,1,1.3,5,16,318,470.1
RWBL,Trumbull Lake,TRUM2,B,Year1,10,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
RWBL,Trumbull Lake,TRUM2,B,Year1,35,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
RWBL,Trumbull Lake,TRUM2,B,Year1,26,Restored,4,1-5 years,2,22.1,1,4.4,30,38,199,470.1
RWBL,Trumbull Lake,TRUM2,A,Year2,35,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
RWBL,Trumbull Lake,TRUM2,A,Year2,27,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
RWBL,Trumbull Lake,TRUM2,A,Year2,28,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
RWBL,Trumbull Lake,TRUM2,A,Year2,13,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
RWBL,Trumbull Lake,TRUM2,A,Year2,50,Restored,5,1-5 years,2,15.0,0,6.0,25,24,199,470.1
RWBL,Trumbull Lake,TRUM2,B,Year2,30,Restored,5,1-5 years,1,20.5,0,9.0,25,45,148,470.1
RWBL,Trumbull Lake,TRUM3,A,Year1,110,Restored,4,1-5 years,2,26.3,0,1.1,80,16,390,470.1
RWBL,Trumbull Lake,TRUM3,B,Year1,100,Restored,4,1-5 years,2,21.1,0,0.0,75,38,300,470.1
RWBL,Trumbull Lake,TRUM3,B,Year1,40,Restored,4,1-5 years,2,21.1,0,0.0,75,38,300,470.1
RWBL,Trumbull Lake,TRUM3,A,Year2,24,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
RWBL,Trumbull Lake,TRUM3,A,Year2,50,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
RWBL,Trumbull Lake,TRUM3,A,Year2,8,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
RWBL,Trumbull Lake,TRUM3,A,Year2,100,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
RWBL,Trumbull Lake,TRUM3,A,Year2,150,Restored,5,1-5 years,2,17.5,0,0.0,60,24,285,470.1
RWBL,Trumbull Lake,TRUM3,B,Year2,NA,Restored,5,1-5 years,1,20.7,1,0.5,65,45,-27,470.1
RWBL,Trumbull Lake,TRUM4,A,Year1,NA,Restored,4,1-5 years,2,18.2,0,0.0,95,21,67,470.1
RWBL,Trumbull Lake,TRUM4,B,Year1,NA,Restored,4,1-5 years,2,18.1,0,0.0,90,38,6,470.1
RWBL,Trumbull Lake,TRUM4,A,Year2,NA,Restored,5,1-5 years,2,13.3,0,1.6,50,24,72,470.1
RWBL,Trumbull Lake,TRUM4,B,Year2,NA,Restored,5,1-5 years,1,21.6,0,11.0,65,45,248,470.1
RWBL,Trumbull Lake,TRUM5,A,Year1,NA,Restored,4,1-5 years,2,19.0,0,0.0,95,21,-11,470.1
RWBL,Trumbull Lake,TRUM5,B,Year1,NA,Restored,4,1-5 years,2,20.0,0,0.0,75,38,87,470.1
RWBL,Trumbull Lake,TRUM5,A,Year2,NA,Restored,5,1-5 years,2,15.2,0,2.6,75,24,111,470.1
RWBL,Trumbull Lake,TRUM5,B,Year2,NA,Restored,5,1-5 years,1,23.3,0,12.5,85,45,284,470.1
RWBL,Twelve Mile Lake,12M1,A,Year1,NA,Not restored,0,Not restored,2,17.0,1,2.8,0,8,18,89.5
RWBL,Twelve Mile Lake,12M1,B,Year1,NA,Not restored,0,Not restored,2,20.2,1,7.4,0,27,69,89.5
RWBL,Twelve Mile Lake,12M1,A,Year2,NA,Not Restored,0,Not restored,2,19.3,1,6.5,0,23,17,89.5
RWBL,Twelve Mile Lake,12M1,B,Year2,NA,Not Restored,0,Not restored,1,20.8,1,6.3,0,46,89,89.5
RWBL,Twelve Mile Lake,12M2,A,Year1,110,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
RWBL,Twelve Mile Lake,12M2,A,Year1,110,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
RWBL,Twelve Mile Lake,12M2,A,Year1,113,Not restored,0,Not restored,2,21.4,1,2.2,0,8,275,89.5
RWBL,Twelve Mile Lake,12M2,B,Year1,82,Not restored,0,Not restored,2,21.8,1,7.3,5,27,263,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,57,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,65,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,27,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,49,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,79,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,157,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,76,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,A,Year2,70,Not Restored,0,Not restored,2,22.4,2,3.4,0,22,271,89.5
RWBL,Twelve Mile Lake,12M2,B,Year2,140,Not Restored,0,Not restored,1,23.5,0,3.4,5,46,288,89.5
RWBL,Twelve Mile Lake,12M2,B,Year2,25,Not Restored,0,Not restored,1,23.5,0,3.4,5,46,288,89.5
RWBL,Twelve Mile Lake,12M3,A,Year1,NA,Not restored,0,Not restored,2,16.3,1,1.1,0,8,-8,89.5
RWBL,Twelve Mile Lake,12M3,B,Year1,NA,Not restored,0,Not restored,2,19.6,1,5.6,0,27,95,89.5
RWBL,Twelve Mile Lake,12M3,A,Year2,NA,Not Restored,0,Not restored,2,18.7,1,5.4,0,23,-4,89.5
RWBL,Twelve Mile Lake,12M3,B,Year2,NA,Not Restored,0,Not restored,1,20.9,1,10.8,0,46,65,89.5
RWBL,Twelve Mile Lake,12M4,A,Year1,NA,Not restored,0,Not restored,2,17.1,1,1.4,0,8,86,89.5
RWBL,Twelve Mile Lake,12M4,B,Year1,138,Not restored,0,Not restored,2,21.5,1,1.1,0,27,2,89.5
RWBL,Twelve Mile Lake,12M4,B,Year1,176,Not restored,0,Not restored,2,21.5,1,1.1,0,27,2,89.5
RWBL,Twelve Mile Lake,12M4,B,Year1,230,Not restored,0,Not restored,2,21.5,1,1.1,0,27,2,89.5
RWBL,Twelve Mile Lake,12M4,A,Year2,182,Not Restored,0,Not restored,2,16.8,1,9.9,0,23,79,89.5
RWBL,Twelve Mile Lake,12M4,A,Year2,133,Not Restored,0,Not restored,2,16.8,1,9.9,0,23,79,89.5
RWBL,Twelve Mile Lake,12M4,A,Year2,70,Not Restored,0,Not restored,2,16.8,1,9.9,0,23,79,89.5
RWBL,Twelve Mile Lake,12M4,B,Year2,193,Not Restored,0,Not restored,1,21.6,0,7.0,0,46,155,89.5
RWBL,Twelve Mile Lake,12M4,B,Year2,170,Not Restored,0,Not restored,1,21.6,0,7.0,0,46,155,89.5
RWBL,Twelve Mile Lake,12M5,A,Year1,40,Not restored,0,Not restored,2,19.9,1,0.1,0,8,184,89.5
RWBL,Twelve Mile Lake,12M5,B,Year1,NA,Not restored,0,Not restored,2,21.8,1,3.5,0,27,177,89.5
RWBL,Twelve Mile Lake,12M5,A,Year2,NA,Not Restored,0,Not restored,2,22.8,2,3.4,0,22,306,89.5
RWBL,Twelve Mile Lake,12M5,B,Year2,115,Not Restored,0,Not restored,1,21.4,0,10.7,0,46,-16,89.5
RWBL,Twelve Mile Lake,12M5,B,Year2,134,Not Restored,0,Not restored,1,21.4,0,10.7,0,46,-16,89.5
RWBL,Ventura Marsh,VEN1,A,Year1,74,Restored,4,1-5 years,1,25.1,0,4.2,100,16,406,206.8
RWBL,Ventura Marsh,VEN1,B,Year1,131,Restored,4,1-5 years,1,17.1,0,0.0,100,33,5,206.8
RWBL,Ventura Marsh,VEN1,B,Year1,96,Restored,4,1-5 years,1,17.1,0,0.0,100,33,5,206.8
RWBL,Ventura Marsh,VEN1,B,Year1,64,Restored,4,1-5 years,1,17.1,0,0.0,100,33,5,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,10,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,60,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,125,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,125,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,10,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,100,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,100,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,A,Year2,60,Restored,5,1-5 years,1,16.2,0,5.2,100,19,269,206.8
RWBL,Ventura Marsh,VEN1,B,Year2,150,Restored,5,1-5 years,2,23.8,2,0.0,100,49,162,206.8
RWBL,Ventura Marsh,VEN2,A,Year1,122,Restored,4,1-5 years,1,22.2,0,3.7,85,16,319,206.8
RWBL,Ventura Marsh,VEN2,B,Year1,NA,Restored,4,1-5 years,1,17.3,1,0.0,85,33,96,206.8
RWBL,Ventura Marsh,VEN2,A,Year2,100,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
RWBL,Ventura Marsh,VEN2,A,Year2,131,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
RWBL,Ventura Marsh,VEN2,A,Year2,100,Restored,5,1-5 years,1,18.3,1,2.6,55,21,-8,206.8
RWBL,Ventura Marsh,VEN2,B,Year2,NA,Restored,5,1-5 years,2,24.2,2,1.7,50,49,248,206.8
RWBL,Ventura Marsh,VEN3,A,Year1,74,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
RWBL,Ventura Marsh,VEN3,A,Year1,44,Restored,4,1-5 years,1,18.1,0,3.9,40,16,-23,206.8
RWBL,Ventura Marsh,VEN3,B,Year1,NA,Restored,4,1-5 years,1,21.1,0,6.7,40,33,406,206.8
RWBL,Ventura Marsh,VEN3,A,Year2,115,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
RWBL,Ventura Marsh,VEN3,A,Year2,199,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
RWBL,Ventura Marsh,VEN3,A,Year2,237,Restored,5,1-5 years,1,16.9,1,3.7,15,23,63,206.8
RWBL,Ventura Marsh,VEN3,B,Year2,NA,Restored,5,1-5 years,2,24.5,2,8.0,25,49,283,206.8
RWBL,Ventura Marsh,VEN4,A,Year1,108,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
RWBL,Ventura Marsh,VEN4,A,Year1,14,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
RWBL,Ventura Marsh,VEN4,A,Year1,8,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
RWBL,Ventura Marsh,VEN4,A,Year1,53,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
RWBL,Ventura Marsh,VEN4,A,Year1,8,Restored,4,1-5 years,1,16.5,0,0.0,90,16,67,206.8
RWBL,Ventura Marsh,VEN4,B,Year1,101,Restored,4,1-5 years,1,21.3,0,2.7,90,33,362,206.8
RWBL,Ventura Marsh,VEN4,B,Year1,66,Restored,4,1-5 years,1,21.3,0,2.7,90,33,362,206.8
RWBL,Ventura Marsh,VEN4,B,Year1,76,Restored,4,1-5 years,1,21.3,0,2.7,90,33,362,206.8
RWBL,Ventura Marsh,VEN4,A,Year2,8,Restored,5,1-5 years,1,18.2,0,3.6,85,23,196,206.8
RWBL,Ventura Marsh,VEN4,A,Year2,10,Restored,5,1-5 years,1,18.2,0,3.6,85,23,196,206.8
RWBL,Ventura Marsh,VEN4,A,Year2,150,Restored,5,1-5 years,1,18.2,0,3.6,85,23,196,206.8
RWBL,Ventura Marsh,VEN4,A,Year2,20,Restored,5,1-5 years,1,18.2,0,3.6,85,23,196,206.8
RWBL,Ventura Marsh,VEN4,B,Year2,NA,Restored,5,1-5 years,2,26.1,2,8.3,50,49,348,206.8
RWBL,Ventura Marsh,VEN5,A,Year1,8,Restored,4,1-5 years,1,18.3,0,4.4,80,16,162,206.8
RWBL,Ventura Marsh,VEN5,A,Year1,41,Restored,4,1-5 years,1,18.3,0,4.4,80,16,162,206.8
RWBL,Ventura Marsh,VEN5,A,Year1,46,Restored,4,1-5 years,1,18.3,0,4.4,80,16,162,206.8
RWBL,Ventura Marsh,VEN5,A,Year1,86,Restored,4,1-5 years,1,18.3,0,4.4,80,16,162,206.8
RWBL,Ventura Marsh,VEN5,B,Year1,236,Restored,4,1-5 years,1,18.8,0,5.0,80,33,286,206.8
RWBL,Ventura Marsh,VEN5,B,Year1,56,Restored,4,1-5 years,1,18.8,0,5.0,80,33,286,206.8
RWBL,Ventura Marsh,VEN5,B,Year1,15,Restored,4,1-5 years,1,18.8,0,5.0,80,33,286,206.8
RWBL,Ventura Marsh,VEN5,B,Year1,64,Restored,4,1-5 years,1,18.8,0,5.0,80,33,286,206.8
RWBL,Ventura Marsh,VEN5,A,Year2,150,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
RWBL,Ventura Marsh,VEN5,A,Year2,58,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
RWBL,Ventura Marsh,VEN5,A,Year2,76,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
RWBL,Ventura Marsh,VEN5,A,Year2,59,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
RWBL,Ventura Marsh,VEN5,A,Year2,80,Restored,5,1-5 years,1,17.2,0,2.8,50,23,112,206.8
RWBL,Ventura Marsh,VEN5,B,Year2,50,Restored,5,1-5 years,2,27.0,2,0.0,100,49,383,206.8
RWBL,Ventura Marsh,VEN5,B,Year2,100,Restored,5,1-5 years,2,27.0,2,0.0,100,49,383,206.8
