Species,Site,Point,Visit,Year,Distance,Status,Age,RestorationState,Observer,Temp,CloudCover,WindSpeed,PointCattail,CallNum,JulianDay,TimeAfterSunrise,Area
PBGR,Four Mile Lake,4M2,B,Year1,NA,Restored,9,6-11 years,1,19.6,2,0.0,100,NA,42,181,82.6
PBGR,Four Mile Lake,4M2,A,Year2,NA,Restored,10,6-11 years,1,23.9,1,6.7,90,NA,7,295,82.6
PBGR,Four Mile Lake,4M2,B,Year2,NA,Restored,10,6-11 years,2,15.5,1,3.8,100,NA,20,168,82.6
PBGR,Four Mile Lake,4M3,A,Year1,NA,Restored,9,6-11 years,1,17.3,1,9.5,30,NA,23,207,82.6
PBGR,Four Mile Lake,4M3,B,Year1,NA,Restored,9,6-11 years,1,18.3,1,2.8,30,NA,42,0,82.6
PBGR,Four Mile Lake,4M3,A,Year2,NA,Restored,10,6-11 years,1,19.2,1,0.0,15,NA,7,194,82.6
PBGR,Four Mile Lake,4M3,B,Year2,NA,Restored,10,6-11 years,2,23.6,1,5.3,15,NA,20,283,82.6
PBGR,Four Mile Lake,4M4,A,Year1,75,Restored,9,6-11 years,1,18.2,1,4.5,60,1,23,173,82.6
PBGR,Four Mile Lake,4M4,B,Year1,256,Restored,9,6-11 years,1,18.5,2,0.0,60,1,42,76,82.6
PBGR,Four Mile Lake,4M4,A,Year2,NA,Restored,10,6-11 years,1,16.8,1,4.3,60,NA,7,117,82.6
PBGR,Four Mile Lake,4M4,B,Year2,NA,Restored,10,6-11 years,2,21.3,1,3.0,80,NA,20,218,82.6
PBGR,Four Mile Lake,4M5,A,Year1,NA,Restored,9,6-11 years,1,17.6,2,3.0,100,NA,23,10,82.6
PBGR,Four Mile Lake,4M5,B,Year1,NA,Restored,9,6-11 years,1,20.7,1,0.0,100,NA,42,284,82.6
PBGR,Four Mile Lake,4M5,A,Year2,NA,Restored,10,6-11 years,1,14.8,1,3.5,90,NA,7,18,82.6
PBGR,Four Mile Lake,4M5,B,Year2,NA,Restored,10,6-11 years,2,14.8,1,3.4,100,NA,20,85,82.6
PBGR,Garlock Slough,GAR1,A,Year1,43,Not restored,0,Not restored,2,25.2,2,2.1,0,1,13,192,31.4
PBGR,Garlock Slough,GAR1,B,Year1,60,Not restored,0,Not restored,2,24.3,2,1.6,10,1,36,382,31.4
PBGR,Garlock Slough,GAR1,B,Year1,70,Not restored,0,Not restored,2,24.3,2,1.6,10,1,36,382,31.4
PBGR,Garlock Slough,GAR1,A,Year2,NA,Not restored,0,Not restored,2,19.6,2,3.3,5,NA,7,91,31.4
PBGR,Garlock Slough,GAR1,B,Year2,15,Not Restored,0,Not restored,1,19.7,1,4.6,15,4,37,0,31.4
PBGR,Garlock Slough,GAR2,A,Year1,220,Not restored,0,Not restored,2,24.2,1,0.5,0,1,13,16,31.4
PBGR,Garlock Slough,GAR2,B,Year1,85,Not restored,0,Not restored,2,23.7,2,0.0,0,3,36,357,31.4
PBGR,Garlock Slough,GAR2,B,Year1,120,Not restored,0,Not restored,2,23.7,2,0.0,0,1,36,357,31.4
PBGR,Garlock Slough,GAR2,A,Year2,12,Not restored,0,Not restored,2,18.9,2,5.2,0,2,7,15,31.4
PBGR,Garlock Slough,GAR2,B,Year2,249,Not Restored,0,Not restored,1,19.8,0,5.3,0,4,37,66,31.4
PBGR,Garlock Slough,GAR2,B,Year2,10,Not Restored,0,Not restored,1,19.8,0,5.3,0,4,37,66,31.4
PBGR,Garlock Slough,GAR3,A,Year1,350,Not restored,0,Not restored,2,24.2,1,0.1,40,1,13,-9,31.4
PBGR,Garlock Slough,GAR3,A,Year1,150,Not restored,0,Not restored,2,24.2,1,0.1,40,1,13,-9,31.4
PBGR,Garlock Slough,GAR3,B,Year1,NA,Not restored,0,Not restored,2,22.1,2,0.0,45,NA,36,293,31.4
PBGR,Garlock Slough,GAR3,A,Year2,NA,Not restored,0,Not restored,2,21.1,1,0.0,20,NA,7,-9,31.4
PBGR,Garlock Slough,GAR3,B,Year2,NA,Not Restored,0,Not restored,1,20.2,0,5.9,30,NA,37,102,31.4
PBGR,Jemmerson Slough,JEMM1,A,Year1,NA,Restored,8,6-11 years,2,29.1,0,0.0,100,NA,21,371,81.4
PBGR,Jemmerson Slough,JEMM1,B,Year1,NA,Restored,8,6-11 years,2,23.1,0,0.0,90,NA,39,301,81.4
PBGR,Jemmerson Slough,JEMM1,A,Year2,40,Restored,9,6-11 years,2,18,1,4.3,100,1,19,295,81.4
PBGR,Jemmerson Slough,JEMM1,B,Year2,200,Restored,9,6-11 years,1,21.1,1,1.2,60,1,35,60,81.4
PBGR,Jemmerson Slough,JEMM1,B,Year2,225,Restored,9,6-11 years,1,21.1,1,1.2,60,2,35,60,81.4
PBGR,Jemmerson Slough,JEMM2,A,Year1,190,Restored,8,6-11 years,2,25.6,0,1.4,85,1,19,203,81.4
PBGR,Jemmerson Slough,JEMM2,B,Year1,200,Restored,8,6-11 years,2,20.6,2,0.1,65,1,42,2,81.4
PBGR,Jemmerson Slough,JEMM2,A,Year2,100,Restored,9,6-11 years,2,17,0,0.0,90,1,19,170,81.4
PBGR,Jemmerson Slough,JEMM2,B,Year2,80,Restored,9,6-11 years,1,23,0,2.2,55,1,35,191,81.4
PBGR,Jemmerson Slough,JEMM2,B,Year2,200,Restored,9,6-11 years,1,23,0,2.2,55,1,35,191,81.4
PBGR,Jemmerson Slough,JEMM3,A,Year1,65,Restored,8,6-11 years,2,23.4,0,0.1,85,1,19,85,81.4
PBGR,Jemmerson Slough,JEMM3,A,Year1,71,Restored,8,6-11 years,2,23.4,0,0.1,85,2,19,85,81.4
PBGR,Jemmerson Slough,JEMM3,B,Year1,80,Restored,8,6-11 years,2,18.6,0,0.0,75,4,39,100,81.4
PBGR,Jemmerson Slough,JEMM3,A,Year2,200,Restored,9,6-11 years,2,16.8,0,0.0,90,1,19,102,81.4
PBGR,Jemmerson Slough,JEMM3,B,Year2,175,Restored,9,6-11 years,1,21.3,0,1.5,30,1,35,111,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year1,190,Restored,8,6-11 years,2,21.8,0,4.3,15,1,21,261,81.4
PBGR,Jemmerson Slough,JEMM4,B,Year1,NA,Restored,8,6-11 years,2,18.5,0,1.2,10,NA,39,7,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,66,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,100,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,47,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,400,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,200,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,A,Year2,45,Restored,9,6-11 years,2,17.5,1,5.3,15,4,19,219,81.4
PBGR,Jemmerson Slough,JEMM4,B,Year2,112,Restored,9,6-11 years,1,22.6,0,5.3,20,1,35,274,81.4
PBGR,Jemmerson Slough,JEMM4,B,Year2,256,Restored,9,6-11 years,1,22.6,0,5.3,20,4,35,274,81.4
PBGR,Jemmerson Slough,JEMM5,A,Year1,NA,Restored,8,6-11 years,2,23.1,1,0.1,20,NA,19,11,81.4
PBGR,Jemmerson Slough,JEMM5,B,Year1,52,Restored,8,6-11 years,2,19.8,0,0.0,20,4,39,166,81.4
PBGR,Jemmerson Slough,JEMM5,B,Year1,250,Restored,8,6-11 years,2,19.8,0,0.0,20,1,39,166,81.4
PBGR,Jemmerson Slough,JEMM5,B,Year1,94,Restored,8,6-11 years,2,19.8,0,0.0,20,4,39,166,81.4
PBGR,Jemmerson Slough,JEMM5,A,Year2,NA,Restored,9,6-11 years,2,19.1,0,2.8,20,NA,19,11,81.4
PBGR,Jemmerson Slough,JEMM5,B,Year2,359,Restored,9,6-11 years,1,24.6,0,4.5,20,1,35,367,81.4
PBGR,Jemmerson Slough,JEMM5,B,Year2,245,Restored,9,6-11 years,1,24.6,0,4.5,20,4,35,367,81.4
PBGR,Jensen Slough,JEN1,A,Year1,NA,Not restored,0,Not restored,2,15.2,0,3.1,0,NA,2,265,23.7
PBGR,Jensen Slough,JEN1,B,Year1,NA,Not restored,0,Not restored,2,18.8,1,3.6,5,NA,26,69,23.7
PBGR,Jensen Slough,JEN1,A,Year2,NA,Not restored,0,Not restored,2,22.7,0,5.8,5,NA,4,277,23.7
PBGR,Jensen Slough,JEN1,B,Year2,NA,Not restored,0,Not restored,1,15.5,0,5.0,0,NA,27,203,23.7
PBGR,Jensen Slough,JEN2,A,Year1,NA,Not restored,0,Not restored,2,14.8,0,3.1,0,NA,2,186,23.7
PBGR,Jensen Slough,JEN2,B,Year1,NA,Not restored,0,Not restored,2,22.1,1,3.0,15,NA,26,-4,23.7
PBGR,Jensen Slough,JEN2,A,Year2,NA,Not restored,0,Not restored,2,20.1,0,5.4,10,NA,4,183,23.7
PBGR,Jensen Slough,JEN2,B,Year2,NA,Not restored,0,Not restored,1,17.2,0,11.3,10,NA,27,282,23.7
PBGR,Jensen Slough,JEN3,A,Year1,NA,Not restored,0,Not restored,2,18.6,1,3.1,15,NA,2,370,23.7
PBGR,Jensen Slough,JEN3,B,Year1,NA,Not restored,0,Not restored,2,20.8,1,1.8,30,NA,26,159,23.7
PBGR,Jensen Slough,JEN3,A,Year2,NA,Not restored,0,Not restored,2,18.8,0,2.7,10,NA,4,99,23.7
PBGR,Jensen Slough,JEN3,B,Year2,NA,Not restored,0,Not restored,1,12.1,0,2.9,15,NA,27,172,23.7
PBGR,Little Storm Lake,LSTO1,A,Year1,NA,Restored,4,1-5 years,1,17.4,0,8.6,0,NA,7,271,77.8
PBGR,Little Storm Lake,LSTO1,B,Year1,NA,Restored,4,1-5 years,1,21.3,1,6.6,0,NA,35,88,77.8
PBGR,Little Storm Lake,LSTO1,A,Year2,NA,Restored,5,6-11 years,1,20.4,1,6.9,0,NA,8,-18,77.8
PBGR,Little Storm Lake,LSTO1,B,Year2,NA,Restored,5,6-11 years,2,26.2,1,4.1,0,NA,50,250,77.8
PBGR,Little Storm Lake,LSTO2,A,Year1,NA,Restored,4,1-5 years,1,12.9,0,2.5,80,NA,7,-18,77.8
PBGR,Little Storm Lake,LSTO2,B,Year1,NA,Restored,4,1-5 years,1,25.9,1,1.7,30,NA,35,304,77.8
PBGR,Little Storm Lake,LSTO2,A,Year2,NA,Restored,5,6-11 years,1,22.1,1,8.5,40,NA,8,273,77.8
PBGR,Little Storm Lake,LSTO2,B,Year2,NA,Restored,5,6-11 years,2,28.8,1,1.9,80,NA,50,382,77.8
PBGR,Little Storm Lake,LSTO3,A,Year1,NA,Restored,4,1-5 years,1,16.3,0,2.2,65,NA,7,161,77.8
PBGR,Little Storm Lake,LSTO3,B,Year1,NA,Restored,4,1-5 years,1,23.2,1,0.0,75,NA,35,189,77.8
PBGR,Little Storm Lake,LSTO3,A,Year2,NA,Restored,5,6-11 years,1,18.7,1,7.6,85,NA,8,115,77.8
PBGR,Little Storm Lake,LSTO3,B,Year2,NA,Restored,5,6-11 years,2,27.1,1,0.0,80,NA,50,284,77.8
PBGR,Little Storm Lake,LSTO4,A,Year1,NA,Restored,4,1-5 years,1,18.5,0,4.5,50,NA,7,314,77.8
PBGR,Little Storm Lake,LSTO4,B,Year1,NA,Restored,4,1-5 years,1,20.4,3,6.2,50,NA,35,6,77.8
PBGR,Little Storm Lake,LSTO4,A,Year2,NA,Restored,5,6-11 years,1,20,1,7.4,40,NA,8,60,77.8
PBGR,Little Storm Lake,LSTO4,B,Year2,NA,Restored,5,6-11 years,2,24.3,1,6.0,20,NA,50,172,77.8
PBGR,Little Storm Lake,LSTO5,A,Year1,NA,Restored,4,1-5 years,1,12.5,0,4.9,30,NA,7,18,77.8
PBGR,Little Storm Lake,LSTO5,B,Year1,NA,Restored,4,1-5 years,1,23.7,1,3.3,25,NA,35,274,77.8
PBGR,Little Storm Lake,LSTO5,A,Year2,NA,Restored,5,6-11 years,1,20.8,1,8.2,15,NA,8,199,77.8
PBGR,Little Storm Lake,LSTO5,B,Year2,NA,Restored,5,6-11 years,2,27.8,1,7.1,15,NA,50,350,77.8
PBGR,Little Swan Lake,LSWAN1,A,Year1,NA,Not restored,0,Not restored,2,23.9,2,0.0,0,NA,11,104,127.8
PBGR,Little Swan Lake,LSWAN1,B,Year1,NA,Not restored,0,Not restored,2,18,2,2.4,0,NA,29,-19,127.8
PBGR,Little Swan Lake,LSWAN1,A,Year2,NA,Not restored,0,Not restored,1,18.9,0,7.2,0,NA,6,-14,127.8
PBGR,Little Swan Lake,LSWAN1,B,Year2,NA,Not Restored,0,Not restored,2,21.7,0,0.0,0,NA,32,161,127.8
PBGR,Little Swan Lake,LSWAN2,A,Year1,NA,Not restored,0,Not restored,2,22.9,2,2.5,0,NA,11,16,127.8
PBGR,Little Swan Lake,LSWAN2,B,Year1,NA,Not restored,0,Not restored,2,21.9,1,1.9,0,NA,29,116,127.8
PBGR,Little Swan Lake,LSWAN2,A,Year2,NA,Not restored,0,Not restored,1,22.5,0,9.0,0,NA,6,261,127.8
PBGR,Little Swan Lake,LSWAN2,B,Year2,NA,Not Restored,0,Not restored,2,20.2,0,6.9,0,NA,32,60,127.8
PBGR,Little Swan Lake,LSWAN3,A,Year1,NA,Not restored,0,Not restored,2,23.8,2,8.2,0,NA,11,-9,127.8
PBGR,Little Swan Lake,LSWAN3,B,Year1,NA,Not restored,0,Not restored,2,18.2,2,1.6,0,NA,29,92,127.8
PBGR,Little Swan Lake,LSWAN3,A,Year2,NA,Not restored,0,Not restored,1,20.5,0,7.3,0,NA,6,195,127.8
PBGR,Little Swan Lake,LSWAN3,B,Year2,NA,Not Restored,0,Not restored,2,21,0,2.8,0,NA,32,82,127.8
PBGR,Little Swan Lake,LSWAN4,A,Year1,NA,Not restored,0,Not restored,2,26.3,2,2.2,65,NA,11,263,127.8
PBGR,Little Swan Lake,LSWAN4,B,Year1,NA,Not restored,0,Not restored,2,21.9,2,4.8,50,NA,29,211,127.8
PBGR,Little Swan Lake,LSWAN4,A,Year2,NA,Not restored,0,Not restored,1,17.7,0,1.5,50,NA,6,105,127.8
PBGR,Little Swan Lake,LSWAN4,B,Year2,NA,Not Restored,0,Not restored,2,22,0,0.0,100,NA,32,265,127.8
PBGR,Little Swan Lake,LSWAN5,A,Year1,NA,Not restored,0,Not restored,2,26.4,2,5.8,10,NA,11,170,127.8
PBGR,Little Swan Lake,LSWAN5,B,Year1,NA,Not restored,0,Not restored,2,18.1,2,2.4,25,NA,29,8,127.8
PBGR,Little Swan Lake,LSWAN5,A,Year2,NA,Not restored,0,Not restored,1,18,0,2.3,20,NA,6,11,127.8
PBGR,Little Swan Lake,LSWAN5,B,Year2,NA,Not Restored,0,Not restored,2,22.6,0,0.0,0,NA,32,183,127.8
PBGR,Lizard Lake,LIZ1,A,Year1,59,Restored,5,1-5 years,1,24.7,1,6.3,75,1,11,-9,114.4
PBGR,Lizard Lake,LIZ1,A,Year1,21,Restored,5,1-5 years,1,24.7,1,6.3,75,1,11,-9,114.4
PBGR,Lizard Lake,LIZ1,A,Year1,90,Restored,5,1-5 years,1,24.7,1,6.3,75,1,11,-9,114.4
PBGR,Lizard Lake,LIZ1,A,Year1,76,Restored,5,1-5 years,1,24.7,1,6.3,75,1,11,-9,114.4
PBGR,Lizard Lake,LIZ1,A,Year1,37,Restored,5,1-5 years,1,24.7,1,6.3,75,1,11,-9,114.4
PBGR,Lizard Lake,LIZ1,B,Year1,136,Restored,5,1-5 years,1,20,1,4.7,75,3,32,188,114.4
PBGR,Lizard Lake,LIZ1,B,Year1,76,Restored,5,1-5 years,1,20,1,4.7,75,2,32,188,114.4
PBGR,Lizard Lake,LIZ1,B,Year1,74,Restored,5,1-5 years,1,20,1,4.7,75,3,32,188,114.4
PBGR,Lizard Lake,LIZ1,B,Year1,151,Restored,5,1-5 years,1,20,1,4.7,75,2,32,188,114.4
PBGR,Lizard Lake,LIZ1,A,Year2,61,Restored,6,6-11 years,1,25.6,1,8.2,40,1,12,-5,114.4
PBGR,Lizard Lake,LIZ1,A,Year2,29,Restored,6,6-11 years,1,25.6,1,8.2,40,1,12,-5,114.4
PBGR,Lizard Lake,LIZ1,A,Year2,87,Restored,6,6-11 years,1,25.6,1,8.2,40,1,12,-5,114.4
PBGR,Lizard Lake,LIZ1,A,Year2,232,Restored,6,6-11 years,1,25.6,1,8.2,40,1,12,-5,114.4
PBGR,Lizard Lake,LIZ1,B,Year2,250,Restored,6,6-11 years,2,23.9,2,4.8,20,1,34,279,114.4
PBGR,Lizard Lake,LIZ2,A,Year1,194,Restored,5,1-5 years,1,20.3,0,3.3,85,1,17,67,114.4
PBGR,Lizard Lake,LIZ2,A,Year1,138,Restored,5,1-5 years,1,20.3,0,3.3,85,1,17,67,114.4
PBGR,Lizard Lake,LIZ2,A,Year1,67,Restored,5,1-5 years,1,20.3,0,3.3,85,1,17,67,114.4
PBGR,Lizard Lake,LIZ2,A,Year1,72,Restored,5,1-5 years,1,20.3,0,3.3,85,1,17,67,114.4
PBGR,Lizard Lake,LIZ2,B,Year1,106,Restored,5,1-5 years,1,21.3,1,2.7,85,1,32,263,114.4
PBGR,Lizard Lake,LIZ2,B,Year1,83,Restored,5,1-5 years,1,21.3,1,2.7,85,3,32,263,114.4
PBGR,Lizard Lake,LIZ2,B,Year1,97,Restored,5,1-5 years,1,21.3,1,2.7,85,1,32,263,114.4
PBGR,Lizard Lake,LIZ2,A,Year2,35,Restored,6,6-11 years,1,26.1,1,4.5,70,1,12,180,114.4
PBGR,Lizard Lake,LIZ2,A,Year2,50,Restored,6,6-11 years,1,26.1,1,4.5,70,1,12,180,114.4
PBGR,Lizard Lake,LIZ2,A,Year2,300,Restored,6,6-11 years,1,26.1,1,4.5,70,3,12,180,114.4
PBGR,Lizard Lake,LIZ2,B,Year2,45,Restored,6,6-11 years,2,26.4,2,0.0,70,2,34,305,114.4
PBGR,Lizard Lake,LIZ2,B,Year2,85,Restored,6,6-11 years,2,26.4,2,0.0,70,1,34,305,114.4
PBGR,Lizard Lake,LIZ3,A,Year1,200,Restored,5,1-5 years,1,24.9,1,3.1,90,1,11,75,114.4
PBGR,Lizard Lake,LIZ3,A,Year1,150,Restored,5,1-5 years,1,24.9,1,3.1,90,1,11,75,114.4
PBGR,Lizard Lake,LIZ3,A,Year1,50,Restored,5,1-5 years,1,24.9,1,3.1,90,1,11,75,114.4
PBGR,Lizard Lake,LIZ3,B,Year1,123,Restored,5,1-5 years,1,22.7,1,2.6,100,2,32,405,114.4
PBGR,Lizard Lake,LIZ3,B,Year1,48,Restored,5,1-5 years,1,22.7,1,2.6,100,2,32,405,114.4
PBGR,Lizard Lake,LIZ3,A,Year2,200,Restored,6,6-11 years,1,25.7,1,7.4,85,1,12,84,114.4
PBGR,Lizard Lake,LIZ3,A,Year2,300,Restored,6,6-11 years,1,25.7,1,7.4,85,1,12,84,114.4
PBGR,Lizard Lake,LIZ3,B,Year2,400,Restored,6,6-11 years,2,24.6,1,0.0,90,1,34,254,114.4
PBGR,Lizard Lake,LIZ3,B,Year2,150,Restored,6,6-11 years,2,24.6,1,0.0,90,2,34,254,114.4
PBGR,Lizard Lake,LIZ3,B,Year2,200,Restored,6,6-11 years,2,24.6,1,0.0,90,2,34,254,114.4
PBGR,Lizard Lake,LIZ4,A,Year1,51,Restored,5,1-5 years,1,20.1,0,5.6,85,4,17,-6,114.4
PBGR,Lizard Lake,LIZ4,A,Year1,86,Restored,5,1-5 years,1,20.1,0,5.6,85,1,17,-6,114.4
PBGR,Lizard Lake,LIZ4,B,Year1,164,Restored,5,1-5 years,1,21.7,1,3.9,85,1,32,298,114.4
PBGR,Lizard Lake,LIZ4,A,Year2,40,Restored,6,6-11 years,1,27.4,1,5.4,40,2,12,204,114.4
PBGR,Lizard Lake,LIZ4,A,Year2,146,Restored,6,6-11 years,1,27.4,1,5.4,40,1,12,204,114.4
PBGR,Lizard Lake,LIZ4,A,Year2,35,Restored,6,6-11 years,1,27.4,1,5.4,40,2,12,204,114.4
PBGR,Lizard Lake,LIZ4,B,Year2,75,Restored,6,6-11 years,2,28.1,1,2.8,20,2,34,367,114.4
PBGR,Lizard Lake,LIZ4,B,Year2,85,Restored,6,6-11 years,2,28.1,1,2.8,20,2,34,367,114.4
PBGR,Lizard Lake,LIZ4,B,Year2,70,Restored,6,6-11 years,2,28.1,1,2.8,20,1,34,367,114.4
PBGR,Lizard Lake,LIZ4,B,Year2,50,Restored,6,6-11 years,2,28.1,1,2.8,20,2,34,367,114.4
PBGR,Lizard Lake,LIZ5,A,Year1,NA,Restored,5,1-5 years,1,22.3,0,0.0,45,NA,17,207,114.4
PBGR,Lizard Lake,LIZ5,B,Year1,NA,Restored,5,1-5 years,1,20.9,0,0.0,45,NA,32,85,114.4
PBGR,Lizard Lake,LIZ5,A,Year2,NA,Restored,6,6-11 years,1,30.8,1,4.5,40,NA,12,319,114.4
PBGR,Lizard Lake,LIZ5,B,Year2,NA,Restored,6,6-11 years,2,23.7,1,0.0,80,NA,34,165,114.4
PBGR,Marble Lake,MARB1,A,Year1,NA,Restored,3,1-5 years,2,22.2,2,1.1,75,NA,18,-9,71.0
PBGR,Marble Lake,MARB1,B,Year1,NA,Restored,3,1-5 years,2,21.7,2,2.9,50,NA,34,162,71.0
PBGR,Marble Lake,MARB1,A,Year2,300,Restored,4,1-5 years,2,26,1,2.8,80,1,15,317,71.0
PBGR,Marble Lake,MARB1,A,Year2,45,Restored,4,1-5 years,2,26,1,2.8,80,2,15,317,71.0
PBGR,Marble Lake,MARB1,A,Year2,100,Restored,4,1-5 years,2,26,1,2.8,80,1,15,317,71.0
PBGR,Marble Lake,MARB1,A,Year2,75,Restored,4,1-5 years,2,26,1,2.8,80,1,15,317,71.0
PBGR,Marble Lake,MARB1,B,Year2,60,Restored,4,1-5 years,1,19.3,0,6.8,45,4,33,77,71.0
PBGR,Marble Lake,MARB1,B,Year2,40,Restored,4,1-5 years,1,19.3,0,6.8,45,4,33,77,71.0
PBGR,Marble Lake,MARB1,B,Year2,20,Restored,4,1-5 years,1,19.3,0,6.8,45,4,33,77,71.0
PBGR,Marble Lake,MARB2,A,Year1,NA,Restored,3,1-5 years,2,22.1,2,1.0,20,NA,18,18,71.0
PBGR,Marble Lake,MARB2,B,Year1,302,Restored,3,1-5 years,2,20.5,2,4.2,35,1,34,99,71.0
PBGR,Marble Lake,MARB2,A,Year2,NA,Restored,4,1-5 years,2,22.3,2,0.0,30,NA,16,170,71.0
PBGR,Marble Lake,MARB2,B,Year2,NA,Restored,4,1-5 years,1,20.1,0,6.3,45,NA,33,105,71.0
PBGR,Marble Lake,MARB3,A,Year1,NA,Restored,3,1-5 years,2,23.8,2,3.0,35,NA,18,192,71.0
PBGR,Marble Lake,MARB3,B,Year1,NA,Restored,3,1-5 years,2,19.8,2,4.5,40,NA,34,-20,71.0
PBGR,Marble Lake,MARB3,A,Year2,NA,Restored,4,1-5 years,2,23.6,1,3.6,30,NA,15,295,71.0
PBGR,Marble Lake,MARB3,B,Year2,349,Restored,4,1-5 years,1,19.4,1,6.0,40,4,33,9,71.0
PBGR,Marble Lake,MARB3,B,Year2,26,Restored,4,1-5 years,1,19.4,1,6.0,40,2,33,9,71.0
PBGR,Marble Lake,MARB3,B,Year2,300,Restored,4,1-5 years,1,19.4,1,6.0,40,1,33,9,71.0
PBGR,Marble Lake,MARB4,A,Year1,NA,Restored,3,1-5 years,2,24.2,2,0.0,15,NA,18,89,71.0
PBGR,Marble Lake,MARB4,B,Year1,NA,Restored,3,1-5 years,2,20.7,2,0.9,20,NA,34,74,71.0
PBGR,Marble Lake,MARB4,A,Year2,75,Restored,4,1-5 years,2,21.6,2,0.0,40,1,16,106,71.0
PBGR,Marble Lake,MARB4,A,Year2,300,Restored,4,1-5 years,2,21.6,2,0.0,40,1,16,106,71.0
PBGR,Marble Lake,MARB4,B,Year2,NA,Restored,4,1-5 years,1,21.4,0,2.3,35,NA,33,170,71.0
PBGR,Marble Lake,MARB5,A,Year1,NA,Restored,3,1-5 years,2,22.6,2,0.9,40,NA,18,166,71.0
PBGR,Marble Lake,MARB5,B,Year1,NA,Restored,3,1-5 years,2,19.8,2,0.0,45,NA,34,5,71.0
PBGR,Marble Lake,MARB5,A,Year2,30,Restored,4,1-5 years,2,21.9,2,0.0,50,4,16,75,71.0
PBGR,Marble Lake,MARB5,A,Year2,300,Restored,4,1-5 years,2,21.9,2,0.0,50,4,16,75,71.0
PBGR,Marble Lake,MARB5,A,Year2,200,Restored,4,1-5 years,2,21.9,2,0.0,50,4,16,75,71.0
PBGR,Marble Lake,MARB5,A,Year2,50,Restored,4,1-5 years,2,21.9,2,0.0,50,4,16,75,71.0
PBGR,Marble Lake,MARB5,B,Year2,NA,Restored,4,1-5 years,1,22.3,1,1.8,50,NA,33,207,71.0
PBGR,McQuown's Slough,MCQ1,A,Year1,35,Restored,3,1-5 years,2,15.8,0,3.1,90,1,2,-3,19.9
PBGR,McQuown's Slough,MCQ1,B,Year1,250,Restored,3,1-5 years,2,26.6,1,0.0,60,1,26,292,19.9
PBGR,McQuown's Slough,MCQ1,B,Year1,75,Restored,3,1-5 years,2,26.6,1,0.0,60,1,26,292,19.9
PBGR,McQuown's Slough,MCQ1,A,Year2,50,Restored,4,1-5 years,2,19,0,0.0,45,1,4,60,19.9
PBGR,McQuown's Slough,MCQ1,A,Year2,100,Restored,4,1-5 years,2,19,0,0.0,45,2,4,60,19.9
PBGR,McQuown's Slough,MCQ1,A,Year2,300,Restored,4,1-5 years,2,19,0,0.0,45,2,4,60,19.9
PBGR,McQuown's Slough,MCQ1,B,Year2,30,Restored,4,1-5 years,1,11.2,0,0.0,35,3,27,83,19.9
PBGR,McQuown's Slough,MCQ2,A,Year1,45,Restored,3,1-5 years,2,14.2,0,3.1,100,1,2,86,19.9
PBGR,McQuown's Slough,MCQ2,B,Year1,NA,Restored,3,1-5 years,2,24.1,1,0.0,75,NA,26,214,19.9
PBGR,McQuown's Slough,MCQ2,A,Year2,50,Restored,4,1-5 years,2,20.3,0,0.9,80,3,4,-26,19.9
PBGR,McQuown's Slough,MCQ2,A,Year2,200,Restored,4,1-5 years,2,20.3,0,0.9,80,1,4,-26,19.9
PBGR,McQuown's Slough,MCQ2,A,Year2,250,Restored,4,1-5 years,2,20.3,0,0.9,80,1,4,-26,19.9
PBGR,McQuown's Slough,MCQ2,B,Year2,30,Restored,4,1-5 years,1,12.4,0,0.0,75,1,27,-4,19.9
PBGR,Meredith Marsh,MER1,A,Year1,231,Restored,5,1-5 years,1,23.2,1,0.0,0,1,12,63,19.5
PBGR,Meredith Marsh,MER1,A,Year1,231,Restored,5,1-5 years,1,23.2,1,0.0,0,1,12,63,19.5
PBGR,Meredith Marsh,MER1,A,Year1,98,Restored,5,1-5 years,1,23.2,1,0.0,0,1,12,63,19.5
PBGR,Meredith Marsh,MER1,B,Year1,134,Restored,5,1-5 years,1,18.4,0,0.0,0,1,29,175,19.5
PBGR,Meredith Marsh,MER1,B,Year1,63,Restored,5,1-5 years,1,18.4,0,0.0,0,2,29,175,19.5
PBGR,Meredith Marsh,MER1,A,Year2,32,Restored,6,6-11 years,1,15.7,0,0.0,0,1,19,116,19.5
PBGR,Meredith Marsh,MER1,A,Year2,100,Restored,6,6-11 years,1,15.7,0,0.0,0,1,19,116,19.5
PBGR,Meredith Marsh,MER1,B,Year2,150,Restored,6,6-11 years,2,26.5,1,0.0,0,1,36,266,19.5
